,Unnamed: 0,Company,Website,Source,Description,Location,SDG Goal,five Ps,Rainmaking SDG Subtopic,Impact Statement,Location of Impact
2656,2656,SafeOnline,https://www.safeonline.eu/,https://plusimpact.io/startups/safeonline-1,"We create trust between people and companies by providing solutions that give an overview, offer security and foster a data ethical way of sharing personal information. Connected solutions: - A SaaS solution to automate all your privacy requests - Share and request sensitive data securely via email - Manage who has access to your personal data",København,16,Peace,,,
2657,2657,RESECOND,https://resecond.com/,https://plusimpact.io/startups/resecond-1,"Resecond is your joined dress closet. A shared walk-in closet where you give the nice dresses that you no longer use to others. So others can love them, and you can take one of the community's dresses home. A dress for a dress. Come by with a few dresses and get started. New dress for the weekend? Switch to a new one. Change style every week. Watch out for the climate. Go ahead as a beautiful example. Only 199, - a month for all the dresses you can wear - and they can always be changed!",København,12,Prosperity,,,
2658,2658,Råhandel,http://raahandel.dk,https://plusimpact.io/startups/rahandel-1,"We create transparency for you of the manufacturers behind the goods as you eat at the restaurants and shop in the shops. Our goal is to change the established industry-focused food system and create optimal growth conditions for small food producers. We want to increase the diversity of food and make it easy for restaurateurs to trade directly with small producers across borders. This should provide the basis for several sustainable foods created under fair working conditions, focusing on soil-to-table transparency.",Roskilde,12,Prosperity,,,
2659,2659,PorcoVision,http://www.PorcoVision.com,https://plusimpact.io/startups/porcovision,"Intelligent Monitoring of Pigs. Automate your manual monitoring of farrowing sows, giving one extra surviving piglet per litter and better animal welfare. We are an AI-Tech company based in Odense, and we believe in the power of data. Our vision is to enable farmers to take advantage of the enormous amount of data in the pig stables, to support and improve production management and animal welfare. PorcoVision enables farmers to save million of piglets by using AI in pig productions. Our product improves animal welfare, increases the revenue for the farmers, and lowers the carbon footprint of the meat production.",Odense,12,Prosperity,,,
2660,2660,PlanetHappy,http://www.planethappy.org,https://plusimpact.io/startups/planethappy-1,"We have started Planet Happy as part of our own personal journey to become more conscious consumers in a world that screams for both growth and green change. We believe that it is possible for Denmark not only to live up to the goals set in the Paris Agreement, but also to make it even better. But that doesn't happen by itself. If we are to avoid climate scientists' worst nightmares, we will have to radically change the way we think and act and rethink the structures we have in our society. Change is a prerequisite for future generations to have a place on the globe - and as always with change, someone has to lead the way. In such a privileged society as Denmark (although we are certainly not flawless), we believe that it is our responsibility to take the lead. Our responsibility - the Danish politicians, the Danish companies, the Danish civil society, and not least all of us ordinary people who collectively can make a difference.",København,17,Partnerships,,,
2661,2661,ObTek,http://www.obtek.dk,https://plusimpact.io/startups/obtek-1,"The team behind ObTek has discovered that almost no one washes their hands well enough. That is why we have developed Ob-1, a product there automatically improves the quality of washing hands.",Frederiksberg,3,People,,,
2662,2662,Obital,http://www.obital.io,https://plusimpact.io/startups/obital-1,Obital has developed the world's most affordable and accessbile eye-tracking software. No complicated calibration or external hardware required. Running on any regular smartphone. Create your own eye tracking enabled apps. Obital SDK allow developers to create apps utilizing eye tracking data or interaction with just a few lines of code. Works with your everyday devices. No calibration needed. No additional hardware required. Analyze user behavior through their eye movements. Generate heatmaps and gaze plots to follow their attention and stream of thoughts. Identify regions of special interest to the user and visualize your findings to improve decision making. Easily add advanced eye control into any application. Ensure great user experience while maintaining robustness and effect for the user. We make sure user interaction is consistent across devices and platforms.,København,10,Prosperity,,,
2663,2663,Nordsense,http://www.nordsense.com,https://plusimpact.io/startups/nordsense-1,"Making the world’s waste collection greener, cleaner and smarter. Reduce collection costs and emissions by 50% and eliminate overflowing waste. Nordsense has created a complete end-to-end waste management solution. We optimize the trash collection process by monitoring container levels, applying advanced data analytics, and delivering need based turn-by-turn directions to a driver. Nordsense offers a unique, easy to use, efficient, cost-effective and scalable smart waste solution for cities, waste operators, and trash haulers. The Nordsense solution provides a positive environmental impact by reducing both the number of vehicles on the road and fuel consumption, as well as preventing unattractive and unsanitary overflowing bins.",København,11,Prosperity,,,
2664,2664,Nordetect,http://nordetect.com,https://plusimpact.io/startups/nordetect-1,"Actionable farm fertility levels within minutes. Improve yield, save cost and avoid environmental contamination from fertilisers with our rapid nanosensor. We enable true data-driven and adaptive farm practices. With Nordetect, farm managers and agricultural service providers can remove risk and use valid data that is easy to understand and implement to ensure impressive harvests. With near-realtime analysis, ease-of-use and a cost-reduction of around 70%, the barriers for continuous use of nutrient data in farm management are gone. We have developed a proprietary technology, that does chemistry-based target molecule quantification in record time. The versatile nature of our product suite allows us to help not only the agricultural and environmental industry, but also companies in other domains in need of rapid nano-sensing.",København,15,Planet,,,
2665,2665,MONTEM,https://www.montem.io,https://plusimpact.io/startups/montem-1,"Building the cities of the future. MONTEM develop intelligent infrastructure for different sectors on municipality and national levels. We are specialized in developing research-based, high resolution and low-power sensor networks for digitalizing existing infrastructure. We create the fabric of the intelligent city.",Brabrand,11,Prosperity,,,
2666,2666,M-PAYG,http://www.mpayg.com,https://plusimpact.io/startups/m-payg-1,The pay-as-you-go solar energy system for families in the developing world. M-PAYG is a provider of high-quality prepaid solar energy systems for the developing world. Our systems allow off-grid low-income households and businesses to access solar energy through small-scale mobile repayments. To use the system you unlock it through weekly or monthly mobile repayments. Our mission is to offer the best tailored energy solutions to people without.,Copenhagen,7,Prosperity,,,
2667,2667,Lyras,http://www.lyras.dk,https://plusimpact.io/startups/lyras,"Cold Pasteurization Solutions. Setting new standards for energy efficiency, sustainability and product quality with UV-light pasteurization. We provide our innovative cold pasteurization solutions for the liquid food processing industry – A new revolutionary and cost-efficient technology, which reduces energy consumption, achieves excellent product quality and cuts operational costs overnight.",Aalborg,12,Prosperity,,,
2668,2668,Liva Healthcare,http://www.livahealthcare.com/,https://plusimpact.io/startups/liva-healthcare-1,"Improving lives through digital health coaching. Scalable and personal health programmes for lifestyle and chronic disease management. Liva Healthcare is an international health tech company based in Copenhagen and London. The company was founded in 2015 by the serial entrepreneurs behind the e-health success NetDoctor.com. Ever since, we have been working hard to improve the lives of people at risk of, or living with, chronic conditions such as Type 2 diabetes, obesity and heart diseases by driving positive behaviour change. Our innovative technology and health programmes facilitate ongoing  personalised  health coaching through an intuitive app, building strong bonds between the Healthcare Professional and the patient.",København,3,People,,,
2669,2669,Lead Sustainability,https://www.leadsustainability.com/contact,https://plusimpact.io/startups/regnell-works-1,Lead Sustainability is a platform for independent senior executives that are specialized in sustainable business development. Increase the positive sustainability impact of your business Are you looking for ways to develop a sustainable business strategy? Or do you have a have a strategy already and need to implement it with speed and impact? After +20 years in leadership position we know what matters. We work side-by-side with you until objectives are met.,København,17,Partnerships,,,
2671,2671,Intempus,https://www.intempus.dk/,https://plusimpact.io/startups/intempus-1,"At Intempus, we love hour registration! We are aware that digital hour recording is a tool that not only facilitates the working day for employees as well as business owners, but also creates security, reliability and secure data. Every day we see what value hourly registration creates for small and large companies, and that is the difference that drives us.",København,9,Prosperity,,,
2672,2672,inniti,http://www.inniti.dk,https://plusimpact.io/startups/inniti-1,"As engineers and designers, we have always been frustrated about wasting time on tasks that could have been performed smarter. It became clear that laboratory professionals shared our frustration. They spend most of their time in the laboratory performing manual and repetitive work. That is why we build a tool, that enables laboratory professionals to automate the tedious work of designing, executing and documenting their experiments. We believe tomorrow’s innovation was needed yesterday. That’s why Inniti have empowered visionary lab professionals with the first connected lab solution that generates unique insights. That is why visionary scientists need visionary equipment.",København,9,Prosperity,,,
2673,2673,Help It Home,https://www.helpithome.com/,https://plusimpact.io/startups/help-it-home-1,"Help it Home works to make it easier for you to help your fellow people! Help it Home is a community-based platform for recovering lost property. Easy, secure and anonymous. By using our keychains and stickers that you can put on your belongings, we have enabled you to recover your lost belongings. Each tag has a unique ID and associated QR code, so whoever finds your lost property can easily help. In a world of fear and insecurity, we want to put humanity on the agenda. We believe that Denmark is full of people who actually want to help each other - especially if it is not too difficult. ☺ Help it Home is to promote the belief that charity exists in Denmark. We dream that through Help it Home experiences, people become aware that we don't have to be afraid of each other, but instead are surrounded by people who want to help.",København,12,Prosperity,,,
2674,2674,Habitlab,http://www.habitlab.me/,https://plusimpact.io/startups/habitlab-1,"We help individuals, organizations and the healthcare sector utilize good habits as a catalyst for change. Would you like to change the physiotherapy? We will. And that is why we are currently working on a new digital tool that, through involvement, motivation, data and your analysis, will make the dialogue and treatment between patient and therapist much better. At Habitlab, we firmly believe that we can make a difference by getting specialists to work together across professional boundaries toward a common goal.",København,3,People,,,
2677,2677,Desupervised,http://desupervised.io,https://plusimpact.io/startups/desupervised-1,We are on a mission to help companies innovate and recharge their existing products with AI and Machine Learning. More to the point we believe that the consequences of us becoming more and more able to solve problems using AI we also need to make sure that we are acting responsibly.,København,16,Peace,,,
2678,2678,DareDisrupt,http://www.daredisrupt.com,https://plusimpact.io/startups/daredisrupt-1,"We are a Nordic company specialised in exponential technology and responsible disruption. For us, disruption is a strategy applied to create new solutions for new needs that shape new markets and transform value systems in society. We advocate technological intuition to impact directions of change. We design tools that enable creative and purposeful collaborations. We help organisations understand and utilise the potentials of exponential technologies and disruptive innovation. We live in a world in which today’s best practice risk becoming obsolete tomorrow. We understand that change can be difficult, but when necessary we have made it our mission to engage closely with customers, organisations, and society to make a real and lasting impact. Limited by our imagination of the problems to be solved, by innovations yet to come, we promote open minded innovation and disruption in collaboration. We see it as our role to facilitate change and creative crossings of mind, technologies, and businesses. It is by making the future exciting, by curating new dialogues and daring you to change and disrupt that we believe we can exponentially accelerate problem-solving in the world. As long as there are problems in the world, we make it our mission to empower the curious and the disruptors.",København,9,Prosperity,,,
2680,2680,Oui by Cirqle Biomedical,http://cirqle.bio,https://plusimpact.io/startups/cirqle-biomedical-1,"Circle Devices develops a next generation contraceptive product. We aim to create natural, desirable and safe alternative to existing contraceptive products. Our goal is to uphold the radical ideals that fueled the initial birth control movement. No longer should we accept the side effects that have become normalized by hormonal birth control. Nor the inconvenience of existing alternatives. OUI is embracing innovation to expand freedom for women. In this pursuit, we should not settle for anything less than revolutionary. OUI is a vaginal capsule that after insertion rapidly dissolves and releases the formulation. It is targeted to provide effective birth control a minute after insertion and for up to 1 day without the use of any hormones. OUI makes cervical mucus temporarily impenetrable to sperm. The barrier is established by a molecule that strongly interacts with cervical mucus and thereby reinforce the mucus to make it impenetrable for sperm cells. Sperm cells are trapped in the cervical mucus and maintained in the vaginal cavity where the low pH environment of the vagina deactivates them.",København,3,People,,,
2681,2681,Capuchin,http://www.capuchin.money,https://plusimpact.io/startups/capuchin-1,Optimize your finances with one app. Why pay high fees and interest when you don't have to? Capuchin.one is a virtual bank assistant who helps keep your accounts in plus and bring down the bad interest rates and fees. Capuchin is going to be launched soon.,Odense,12,Prosperity,,,
2682,2682,BloodLink,http://www.bloodlink.life,https://plusimpact.io/startups/bloodlink-1,"The digital solution for a blood sufficient world. Blood sufficiency is not solely about increasing donations. It is also about using donated blood in the most effective way. Bloodlink streamlines the sourcing and exchange of blood by connecting all stakeholders on one online platform. BloodLink believes everybody should have access to safe and secure blood. We also believe that technology can be used to benefit the greater good. Therefore, BloodLink provides a vital piece of the puzzle that is missing in the blood acquisition landscape: effective connections. We wish to take the responsibility of finding blood out of the hands of the patient by connecting blood banks and hospitals in a more efficient way than ever before. This platform will utilise AI and machine learning so blood banks and hospitals can exchange blood with ease and trust. Eventually we also wish to include blood donation camps and donors, so that shortage in all areas becomes a thing of the past.",København,3,People,,,
2683,2683,Aperitas,http://www.aperitas.com,https://plusimpact.io/startups/aperitas-1,"Power-up and simplify your sustainable development - with a light CSR 2.0 platform for smart sustainablility management, hassle-free impact reporting and collaborative supply chain intelligence. Automatic and continued sharing of your sustainability data to selected customers and other stakeholders. Avoid the heavy-lifting involved with the multiple and repeated cycles of receiving a request for information, adapting your data to the request and preparing a unique response. Practice transparency to build trust-based relationships with your customers. Easily meet different customer requirements for sustainability reporting. Adopt the Know Do Share Code and earn the Green Belt to demonstrate your commitment. Sustainability without tears.",København,17,Partnerships,,,
2684,2684,Buildcode,http://www.buildcode.dk,https://plusimpact.io/startups/buildcode-1,Buildcode is an entrepreneurial engineering company specialized in developing systems for optimizing quality assurance in the construction industry. Our solution SiteMotionis based on day-to-day registrations done with drone and scanning technologies for recording and processing the data related to building informatics that enable to: - minimize errors and deficiencies on the construction site - improve communication during the construction process - enhance the overall quality of the building We work hard to learn and achieve and we face every problem with a solution.,Odense,9,Prosperity,,,
2685,2685,Able,https://ableapp.co/,https://plusimpact.io/startups/able-1,"Able is changing the way people lose weight using gamification to drive motivation and long-lasting results. It’s fun, playful and engaging! Oh, and very effective too. Able feels like a game and makes sure you stay motivated throughout your weight loss. You’ll receive daily coins, build up your streak, collect achievements and earn gems to spend on fun virtual goods. Able is an effective way to keep your eyes on the big goal. It’s like nothing you have ever tried before. Based on a few facts about you, your body and your goal, Able is built on a simple and user friendly concept: You’ll receive a batch of coins every day and spend them on foods throughout the day. You can do some exercises and earn extra coins. If you got any coins left at the end of the day, they’ll be saved in your weekly treasure chest for you to spend on another day.",København,3,People,,,
2699,2699,Hydromesh,http://www.hydromesh.org,https://plusimpact.io/startups/hydromesh-1,"The Hyve is an AI with machine learning that acts as the brain of a microgrid. The software is fed through sensors/microchips with data for energy production, load, the current pricing of electricity and storage data ensuring a tailored real-time optimization and prediction model for each connected system. This leads to better reliability, affordability and environmental friendliness of a customer’s microgrid. Besides the known problem that 36% of global final energy consumption and 42,5 % of globally CO2 Emissions is caused by electricity generation. We face additional issues such as the lack of electricity globally as well in Sweden, where urban areas outgrow capacities and new connections being refused to avoid blackouts. Most famously is the case of Pagen, which could not expand their factory in Malmö due to the concern of the city not being able to meet the additional energy demand. Furthermore, renewable energy is intermittent and difficult to control due to the nature of renewable energy sources such as sudden increase and decrease of energy production which affects the reliability and sustainability of the grid. In light of those issues that we face, we have created an AI with machine learning called the Hyve. The Hyve acts as the brain of a microgrid which is a system connected to for example renewable energy sources and energy storage in the form of a battery or for long term storage a hydrogen tank. The software is fed through sensors/microchips with data for energy production, load, the current pricing of electricity and wind data ensuring a tailored optimization and prediction model for each connected system. The Hyve automatically makes a decision when to buy/sell electricity, use electricity and store the energy to the storage. With our self-improving machine learning algorithm, the microgrid automatically becomes more efficient and effective over time, leading to cost savings for the customer by up to 30% compared to existing microgrid system with battery. Our software is a plug and play solution, ensuring that also single households with smaller microgrids are able to connect their systems easily to our solution. With The Hyve we aim to decrease the demand of energy from the grid, leading to a relief of the tense situation on the energy market, where we face a shortage of energy supply both locally and globally. Due to the fact that we use renewable energy, we will be able to reduce or completely eliminate the CO2 emissions caused by energy for buildings. Additionally, with our solution, we enable efficient use of renewables which eliminates the intermittency of renewables and gives the user maximum control of their microgrid.",Sweden,7,Prosperity,,,
2702,2702,edChild,http://www.edchild.com,https://plusimpact.io/startups/edchild,"The Pitch We make preschool knowledge accessible to everyone, to ensure every child's education! The What Preschools in Sweden faces major challenges; it is subject to increased demands on quality, results and scrutiny, while it is becoming increasingly difficult to recruit qualified preschool teachers. At the same time, Swedish preschool is ranked among the best in the world and many other countries are sneaking up on our educational system as they develop their own childcare, and the Swedish preschool model can be a way of ensuring the UN's global goal of ensuring that all girls and boys have access to good quality preschool. The How Through our topp Fokus Förskola, edChild digitizes the educational knowledge within Swedish preschools with the aim of facilitating many of the challenges we see in the preschool world. We enable educators, regardless of background knowledge, to quickly develop competence around the preschool assignment and to get concrete examples of how they can work with the children educationally. With the help of technology, we ease the administrative burden that preschools experiencs around the statutory systematic quality work. We also concretize the preschool assignment for parents who want to understand and participate in their child's development. In the longer term, Fokus Förskola is also a way to export the model, and the knowledge, about Swedish preschool to other countries. We have based the tool on a child's so called learning processes, which are alike no matter where in the world the child lives. The Why We run pre-schools in Stockholm since 2012, under the name Hoppetossa. We started working with Hoppetossa preschools three years ago, to concretized the curriculum area digital competence. In August this year, the tool Fokus Förskola was launched within Hoppetossa and we have further developed the tool together with preschool educators. We have also presented the tool to a municipality in the Stockholm area as well as to an industry organization for independent preschools, and both have expressed an interest.",,4,People,,,
2709,2709,Fair Green,http://www.fair-green.com,https://plusimpact.io/startups/fair-green-1,"The Pitch Fair-Green.com is a B2B e-commerce platform focusing on eco-friendly promotional products and giveaways to allow companies to make an environmentally conscious choice to advertise their brand. The What Fair Green is promoting RESPONSIBLE PRODUCTION of promotional products by selecting items either made from recycled materials (recycle tires, pallets, plastic bottles, CD cases, etc.) or sustainably sourced plant fibers (jute, sugar cane, timber, bamboo, etc.). Thus, putting pressure on the production of these items for more environmentally sound solutions. Fair Green is also promoting RESPONSIBLE CONSUMPTION of promotional products by allowing companies to have an environmentally conscious alternative to traditional promotional products which are, traditionally, made on the other side of the planet from virgin plastic. The How Our solution is based on a SHORT SUPPLY CHAIN (all of suppliers are located in Europe); TRANSPARENCY (we showcase not only where the products are manufactured but also from what materials); and CONVENIENCE (traditionally to order promotional products you have to pick up the phone or ask for a quote, there is no way to order directly online, we want to change that outdated practice by allowing our customers to both order and customise their products online). The Why Fair Green stems from the will to challenge the current promotional product industry and offer to companies a way to advertise their brand in an environmentally conscious way. Ultimately, we want to challenge the status quo regarding promotional products and put environmental sustainability forward to make organisations greener.",,12,Prosperity,,,
2711,2711,Aarhus Soundsystem,http://aarhussoundsystem.dk,https://plusimpact.io/startups/aarhus-soundsystem-1,"The Pitch We want to change the way speakers are produced. At Aarhus Soundsystem we strive to develop the most sustainable speakers in the world - without compromising on sound quality. The What Almost 9 out of 10 Danes regard global climate change as a serious one problem, and the proportion who are concerned that climate change will exist injury to themselves during their lifetime has increased from 30 percent in 2015 to 41 percent this year. (Concito Climate Barometer 2018) Our interest in speakers has given us an insight into the speaker industry, this is why we know that, very polluting production methods and materials are still in use. The How That is why we are a company that considers sustainability, recycling and climate friendly production into every aspect of our business. Our circulation principle ensures minimal pollution throughout the product life cycle. So far we have succeeded in replacing traditional wood with bamboo. We are working also keen on developing and finding sustainable materials and production methods for the remaining parts. We expect in the long term to be 100% CO2 neutral Among other things, by planting of Bamboo fields in developing countries. The Why The idea for sustainable speakers came up after the Co-founders Lasse and Troels saw a TED-talk where Bamboo was used as a sustainable building material in Bali. We could combine this back then with our knowledge back from having built speakers for festivals. Over the time, the idea was matured through various conversations with engineers, entrepreneurs and business people.",,12,Prosperity,,,
2712,2712,Kanpla,https://www.kanpla.dk,https://plusimpact.io/startups/kanpla-1,"The Pitch Kanpla is developing a digital platform to help canteens reduce food waste by taking orders. The What Food waste is an enormous sustainability issue. Denmark alone wastes 700,000 tons of food each year. At Kanpla, we care about food waste in school canteens. Without knowing how many people will eat a given meal, canteens have to prepare more food than necessary. Canteens are wasting dozens of kilograms of food every day, and studies show that there is a potential for improvement. Pursuing the goal of Responsible Consumption and Production (UN Goals), we want to reduce food waste in canteens as much as possible. The How Kanpla is a digital platform for ordering canteen food. Through our web application, parents can create a meal plan for their kids in advance. No need to give children money for lunch, the food is already paid for online. Canteens know exactly how many orders there are, so they know exactly how much to cook. They can afford to offer a wide variety of dishes while reducing leftovers, and thus food waste. The Why As students, we had the problem of food waste in canteens right in front of our eyes. Realizing how big the problem actually is, we discovered an enormous business opportunity. The market consists of outdated solutions if any, and it's here for us to disrupt it. We want to provide an excellent product that makes reducing food waste effortless.",,12,Prosperity,,,
2714,2714,Air0,https://air0.fi/about-us/#our-story,https://plusimpact.io/startups/air0,"The Pitch Air0 has developed a care-free total solution for clean indoor air - Clean Air as a Service. It's a fully programmable & automated clean air system scaling up to any needs. CAaaS model includes indoor air quality monitoring, high-end air purifiers, central management via cloud and expert analysis. The What We can survive 30 days without food - for developed countries, one can always choose not to eat rotten food. We can survive 3 days without water - for us, bottled water is available option for places, where the tap water is not clean. But we can only survive 3 minutes without air. We are forced to breathe the air, no matter how polluted it is. According to WHO, each year millions of people die as a result of being exposed to bad air quality. The ultra fine particles generated by traffic and burning, are so small, they can penetrate to our blood stream via our lungs. Air pollution will then affect to our health causing lung cancer and other lung diseases, heart attacks and stroke, as well as other, less severe health issues, such as headache, nausea, fatigue and flu. For our market, there are two big issues causing polluted indoor air; very polluted outdoor air, which leaks indoors effectively (e.g. in China) and sick building syndrome (e.g. in Finland). The How The core of our solution is the unique and patented smAIRt® technology. It combines the best of the traditional air purification technologies, mechanical and electrical filtration, to achieve maximal amounts of clean air. For air purification, it is the most important factor. Since perfecting the purification technology and creating two beautiful stand-alone products out of it, we have also taken a step further, to provide our customers the best possible service, in a simple and easy way from set-up to usage. We call it Clean Air as a Service. CAaaS was launched in 2019, and it is a fully scalable, full-service concept for delivering clean air. Our CAaaS model is an IoT solution, enabling real-time follow up for air quality in all the different rooms and properties at a glance. Air purification is fully automated, fully programmable and centrally managed for all the rooms. Expert reports and analysis are available, maintenance and support is included in the service fee. The Why The idea for Air0 came from one of our co-founders, Mr. Rajala. He has decades of experience with aerosol physics and fine-particles, and just before Air0, he was involved in the indoor air industry in the Asian market. While spending time there, it became obvious that there was a serious air quality problem and people were desperately searching for a solution. They needed air purifier that was capable of producing large amounts of pure air, while being silent, energy efficient and requiring little maintenance. They needed a new innovation for the air purification. And that was the challenge Mr. Rajala was ready to face. From day 0, Air0 has been eyeing to China market and today we already have a distributor in China. Other team members have various reasons that drive them every day; passion for hi-tech and cleantech development, some have personal background with indoor air quality issues and others are just keen to provide cleaner air for people.",,3,People,,,
2715,2715,Decideret Cider,https://www.decideretcider.dk,https://plusimpact.io/startups/decideret-cider,"The Pitch We want to make the best wild cider in the world on 100 % Danish apples and prove that cider can be every bit as quenchy and informal as beer, as complex as wine, as sour as lambic, and as fruitful as freshly squeezed juice. The What Every year, in the private gardens of Denmark, 5 million kilos of apples fall from trees and are abandoned. On the island of Fyn (Funen, eng) there is a long-standing tradition of handing in surplus fruit to the cidery in Ørbæk where apple donors sign a paper stating that no pesticides have been used. This is ecology and old school reduction of food waste without a label. This year we have filled some of our fermentation tanks with juice from these crispy garden apples of Fyn. We also use selected varieties from Lilleø for our small-batch cuvées. At Decideret Cider we do cider workshops and DIY-courses as well with the sustainable initiative GroSelv and Meyers Madhus – because real cider is in fact something everyone in possession of good apples can make. We are also one of the initiators and organizers behind Rigtig Cider - Copenhagen Cider Festival. The How In Denmark we are blessed with apples that balances a tart acidity with a fruitful apple sweetness. Our cider culture is on the other hand depleted. Our food culture has been elevated with the new nordic kitchen - now it is time to take a look at what we drink. We crush and press apples, ferment juice into cider, and bottle it by hand in small and big bottles - cider can be kept well in both a wine cellar and in a breast pocket. Some ciders are to be drunk young and fresh with a full throttle apple flavour. Other ciders gain flavour when aged in oak. For all our ciders we can say that they are wild fermented and they are made solely from Danish apples with a focus on craftsmanship, curiosity and reducing food waste. In Copenhagen we distribute all our ciders ourselves on an electric cargo bike with a trailer. The Why It all started in the late summer of 2015 in Nørrebroparken in Copenhagen. We were five old friends wondering why we in Denmark don’t have a culture for drinking good cider. France, England and Spain all have their own proud traditions and vinification techniques. In august that year we borrowed a press and went straight at it. We gathered apples from the gardens and parks of Copenhagen and ended up with a small production; we filled some 100 bottles in a garage next to Utterslev Mose in the northwestern part of Copenhagen. The following year we moved “the production” into a container under Bispeengbuen in Nørrebro/Frederiksberg where we made some highly explosive cider. Next stop was Grønttorvet (the old vegetable market of Copenhagen) where we produced around 3000 L of highly drinkable cider. We delivered the cider on our bikes to bars, special kiosks and restaurants around Copenhagen and when the summer of 2018 ended - we had been on sale for 5 months - we were sold out.",,12,Prosperity,,,
2717,2717,GoPlayDOT,https://www.goplaydot.com,https://plusimpact.io/startups/goplaydot-1,"The Pitch Active outdoor e-sports for teams. Social and healthy with your friends. The What People of all ages excercise too little. This is partly due to the inactive nature of digital gaming and entertainment. The abundance of digital entertainment with no physical excercise has exploded. The affected population is mostly children. With GoPlayDOT you use digital gaming running outside with a team. The How GoPlayDOT give you social interaction, fresh air and lost of high impact excercise. 30.000 players have downloaded the app. The games is played every day across schools in Denmark and some in Norway. The game is simple and easy to understand yet compelling and fun. It can be played by anyone holidng a GPS- and data-enabled smartphone. Children as young as 7 have proved to learn the game very fast. Adults can easily play too. The Why Fixing the issues about social interaction, physical excercise and fresh air created by individual indoor computer gaming, whil still utilizing the enormous power and potential of digital technologies. Turing any park or sports field into a digital playing field is cost efficielnt and uses not space.",,3,People,,,
2720,2720,Diabezy,https://diabezy.com/,https://plusimpact.io/startups/diabezy,"The Pitch Diabezy wants to help diabetics of the world with an everyday life made easier. The What The number of people diagnosed with diabetes in the world is around 415 million. Diabetes is considered as the 21st century epidemic. In Australia alone 180 people are diagnosed with diabetes each day. It’s not just effecting the people who have diabetes but also the family around that person and of course a huge global cost. Diabetics who do not manage their diabetes can develop complications, such as kidney issues, foot amputations, eyesight problems, depression etc., later in life. Our goal works in celloration with SDG goal 3.4, where we want help improve QoL and prevent premature diabetes caused death by proactive treatment and support, and improve mental health and well-being of diabetics. The How By providing a platform that offers a number of functions to assist the diabetic in his or hers daily routines in order to help their QoL and mental attitude. The app has a coaching approach with a tracker that helps you track your habits and learn from your experience. A community to learn from other diabetics, and a database with fundamental information on diabetes. We also provide a 24/7 support for diabetics in the way of a lifestyle coach, a diabetes mentor, a nurse, and personal trainer, for users who want to take it to the next level and have a team of professionals in their pocket at all times. Our focus is not on the specific type of diabetes but a holistic approach towards the person behind diabetes, which also includes their family. The Why We have always enjoyed working to help people in our past and current projects. That is part of our “why” and so when the idea for this came, it was a no-brainer. Our co-founder is a Type 1 Diabetic himself and has been through quite the journey because of it. Many of the ideas and functionality in the app, came from Martin’s own experience, and ways to overcome his struggles with diabetes in the past. We want to inspire, guide, help, and support as many diabetics as we can, through Diabezy.",,3,People,,,
2723,2723,Radiobotics,https://radiobotics.com,https://plusimpact.io/startups/radiobotics-1,"The Pitch Radiobotics is challenging the status quo of musculoskeletal radiology, increasing throughput by automating routine tasks, whilst improving diagnostic quality. The What At Radiobotics, we are novel health technology with an aim to improve quality and time use at hospitals, helping both clinicians and patients. We are focusing on creating machine learning driven algorithms, that aid radiologists in interpreting and reporting on routine images at hospitals. We are looking for a new talented colleague, that can help us performing trials with hospitals, whilst administering data and all processes related hereto. The How Radiobotics is a Danish health startup, creating algorithms for radiology departments, aiding radiologists and radiographers interpreting musculoskeletal (msk) x-rays, with a focus on improving efficiency and diagnostic quality. Our technology answers the question of how to minimize the built-up imagining workloads due to the startling low number of radiologists around the world. There are currently many vacant radiology positions globally and this technology is there to lessen the load on existing radiologists and to make sure that patients are getting the screenings they need, thoroughly double checked . The Why Radiobotics, founded in 2017 and led by CEO Mads Jarner Brevadt, is aiming to save healthcare professionals time by automating medical imaging diagnosis with artificial intelligence, and ultimately improve the life of millions of patients worldwide. The idea was conceived by Mads Jarner and Martin Axelsen, both co-founders, who had been studying together at the Technical University of Denmark.",,3,People,,,
2727,2727,Defentry,https://www.linkedin.com/company/thebestcybersecuritycompany/,https://plusimpact.io/startups/defentry-1,"The Pitch We have developed a technology for identity safety and real-time threat intelligence. The What We believe individuals and companies are entitled to their own data. We make sure your personal data stays yours. The value of our services is created in cooperation with our partners and customers. Our goal is to create the world's most sophisticated platform for innovation in digital security and privacy. As with the help of large data acquisition, AI and machine learning, we want to solve the biggest challenges with security and integrity. The How We give our customers real-time relevant insights. Real-time threat intelligence is a vital component of any truly proactive security strategy. Defentry is a trust-tech business with a vision to create a safer everyday life for everyone. In a world where cyber-crimes and identity thefts are multiplying, we provide simple and innovative services to protect everyone’s digital identity and integrity. The Why Defentry is a cyber security company active on a global market, founded in 2015, in Stockholm, Sweden - the tech capital of Europe. We have developed a technology for identity safety and real-time threat intelligence. With the help of AI, our platform scans governmental, open-web, deep-web and dark-web sources to alert you if your personal information is changed or leaked. This will help you minimize the risk of potential ID-thefts and corporate breaches.",,9,Prosperity,,,
