,index,Company,Website,Source,Description,Location,SDG Goal,five Ps,Rainmaking SDG Subtopic,Impact Statement,Location of Impact,Primary SDG,Additional SDGs,sub target,Source link,Multy label
611,611,Sildr,http://www.sildr.com,Plus impact,"The Pitch By combining technology and design we are reinventing the drinking fountain for the 21st century. Our fountains are created with the purpose of being part of the system with Iot cloud solutions and modern sensors. The What Reduce the use of bottled water. The How Water is circular by nature, and fluent by design. Water is the infrastructure that connects everything from societies to fragile ecosystems. Water has the ability to hide secrets in the abyss and show you picture perfect landscapes in the upside world. Sildr grew out of this vision that water is a commodity accessible for everyone. Back in the days public water access was a symbol of how far your civilization had evolved. The aqueducts in Roman times, and the hanging gardens in the Mayan Civilization was a symbol of greatness. But time has the ability to fade societies memory, and now water access is merely a domestic issue in your home. But even in their own home, many people can´t enjoy clean water from their tap. These days the masses buy the illusion of purity, trapped in small bottles for big profits. Water has no master, and it is every living organisms natural born right to enjoy free of charge. The Why We are developing drinking fountains that got the looks and the brains to redefine public water access for the 21st century.",,"6,11,13,",,,,,SDG 12: Responsible Consumption and Production,,,https://plusimpact.io/startups/sildr-1,1
612,612,Hubbster,http://www.ourhub.dk/,Plus impact,"The Pitch Hubbster is a human centric smart city company. We have invented a social sharing platform, that provides access to games and training equipments in public and common spaces. It strengthens social life, facilitates active lifestyles and optimises the management of shared spaces. The What Creating liveable and resilient cities The How Hubbster is an impact driven organisation whose purpose is to strengthen local communities to create more liveable cities, one neighbourhood at a time. By reinforcing a sense of togetherness and local belonging, we want to build cities which are more resilient to the increasing threats of social division. Luckily, we have more in common with the people around us than we imagine. Once we start experiencing it,wonderful things can happen. Hubbster is a helping hand to connect with each other, beyond age difference, ethnicities, religion, gender, etc. We have invented a social infrastructure for cities, which combines state of the art technology and analogue objects to connect people face-to-face in playful experiences in common spaces. We have two types of clients: Primary clients (Cities, property developers, housing associations, etc.) who buy the hubs to activate common spaces and increase their livability ; End users (membership and pay per use): paying access to the hub (with potential subventions to specific segments). We have 3 patents pending for Hubbster. We’ve been through a technical test in Copenhagen in 2017 and we are moving to a beta test in 8 locations in the Danish Capital in the summer 2018. The Why Creating playable and liveable cities, one neighbourhood at a time.",,"3,11,",,,,,,,,https://plusimpact.io/startups/hubbster-1,1
613,613,Freemi,https://freemi.app/,Plus impact,"The Pitch Freemi is a circular 'freeconomy' where everything is FREE. With Freemi app, everyone can easily recirculate used belongings, follow their social impact and achieve benefits for new sustainable alternatives. 4 out of 5 items are successfully passed on! You will never throw anything out again. The What To get rid of the throw-away mentality! The How We started Freemi while studying because we hate good resources mindlessly thrown out with the trash. And we where not the only ones as Freemi is now Denmark’s biggest app for peer-to-peer circulation of free stuff with more than 115.000 users. You see, EVERYTHING on Freemi is FREE. We call this concept a 'freeconomy'. We have made sure that uploading free items is fast and simple. Our app even streamlines the give away process as you go-and-give. Because giving away and doing good should be enjoyable! Our automatic queuing system ensures a calm and controlled environment, where the giver are in control. Our amazing data shows that 4 out of 5 items are successfully given a new life with Freemi. So why even bother throwing out stuff anymore!? We have designed an intriguing business model with several revenue drivers which we are currently implementing. We haven’t been able to find a digital lifestyle concept similar to Freemi in the EU. The “Freemi” trademark has been secured in Europe and we are now looking to expand our freeconomy. (Update) As from November 2018, Freemi is live in The Netherlands. Therefore, we are looking for superpowers within business development and sales, expansion to foreign markets and brilliant marketing. The Why Making it more convenient to give than to throw out. Nudging consumers to participate in circular consumption.",,"10,11,12,",,,,,SDG 12: Responsible Consumption and Production,,,https://plusimpact.io/startups/freemi-1,1
614,614,Shadeshares,http://www.shadeshares.com,Plus impact,"The Pitch We make the world a better place one pair of Shadeshares sunglasses at a time. Shadeshares are high quality sunglasses made of wood. They are made in SOS Children’s Village in Nairobi, Kenya. Our workshop is currently employing 12 youngsters from Kariobangi slum. Our international cooperation partner is World Vision. 20% of every pair of Shadeshares sunglasses sold is directly spent on educating and employing Kariobangi youths. 10% of the sunglasses’ sales price is donated to a Finnish charity. The What Educate, employ, engage our Kenyan youth The How Shadeshares is the long-time dream of Finnish technology entrepreneur Jan-Erik Westergård and his Kenyan wife Veronica. During their numerous visits in Kenya, Jan-Erik and Veronica have met local slum youth, as well as people from organisations helping them. They wanted to start something purposeful to help the young people living in Kenyan slums improve their lives through education and work. In 2017, a group of Finnish entrepreneurs joined Jan-Erik and Veronica and Shadeshares was established. The first Shadeshares product is quality sunglasses made of wood. Our Finnish-Kenyan team puts its heart and soul, as well as solid professional expertise, to the design, product development, marketing, sales and communications related to these products. Shadeshares are quality sunglasses made of wood material. All of our sunglasses, down to every single detail, are made in SOS Children’s Village in Nairobi, Kenya. Our workshop is currently training and employing 12 youngsters who spent their childhood in the Kariobang slum. Participating in World Vision's youth programme in Kenya, these young people get valuable working-life skills and professional training. Shadeshares pays them salary. Shadeshares sunglasses are made from environmentally sustainable materials, and the manufacturing chain is open and transparent. We know who works at our workshop and when and how these people do their work. We make sure that they have proper working conditions. As the name suggests, Shadeshares is about sharing the good: 30% of the sunglasses’ sales price is donated to charity in Kenya and Finland. Our international cooperation partner is World Vision. 20% of every pair of Shadeshares sunglasses sold is directly spent on supporting the professional education and employment of young people living in the Kariobangi slum. In addition, 10% of the sunglasses’ sales price is donated to a Finnish charity. The Why We make this world of ours a better place one pair of Shadeshares at a time. Globally and locally.",,"4,8,12,",,,,,SDG 8: Decent Work and Economic Growth,,,https://plusimpact.io/startups/shadeshares,1
615,615,Folkelig,http://folkelig.no/,Plus impact,"At Folkelig, we develop community-based and low threshold activities for municipalities and organizations, aiming to reduce social inequalities in health. One of our main projects is called Smaksverkstedet - an after-school program where kids learn about healthy and sustainable food - and get a healthy relationship to food -through a creative and open arena where they can discover and play with different food and tastes. We teach instructors all over the country through e-learning to be able to scale the concept. We aim to reduce social inequalities of health by making health promoting activities and social arenas more accessible in local communities. The reason we do this is to make it easier for people to take care of their own health. no matter where you live, what income you have or how you grow up. It's frightening that in a country like Norway the differences in health and wellbeing are so big - and increasing. Kids don't have good enough possibilities to learn about food for a healthy and sustainable future for themselves and those around them. Health education is not a priority in school, parents doesn't have time and competence to teach kids at home, leaving social media with the role of providing information about food. Hence we see many kids that are overweight, underweight, or in some way struggling with their relationship to food. With Smaksverksted, we teach kids to have a healthy relationship to food. We let them be creative, explore tastes and foods that are good for people and the planet. In that way, we get kids to like the right food. Our goal is to create an interest for nutritious and sustainable food, making space for creativity and empowerment so that kids can take smart and sustainable food choices - for a healthy future.",Norway,"3,10,11,",,,,,,,,https://plusimpact.io/startups/folkelig,1
616,616,Metoa,https://metoa.dk/en,Plus impact,"The Pitch Purpose matters. Metoa engages people in investments by helping them make a difference while their savings grow. The digital platform guides them, tailors an investment to their beliefs and financial situation, and tells the good story about the difference they make - for instance, within green energy, innovative healthcare and entrepreneurs in developing countries. The What Use purpose to democratize investment The How We make investments meaningful by tailoring the investment to individual beliefs while securing a competitive financial return. People get the good story about the impact they make, for example in green energy, innovative healthcare or entrepreneurs in developing countries. By being together in a community they get fair prices, achieve a diversified investment, and can have a dialogue on what theme to launch next. Finally, Metoa makes it easy by being 100% digital, accepting small amounts, guiding and taking care of the investments. We are currently developing the solution in dialogue with potential customers and working on getting to market with partners. Please get in touch if you would like to discuss. The Why By speaking to their hearts Metoa engages many more in investments - to the benefit of themselves and the world around them.",,"3,7,12,",,,,,SDG 17: Partnerships for the Goals,,,https://plusimpact.io/startups/metoa-1,1
617,617,TotalCtrl,http://totalctrl.no,Plus impact,The Pitch TotalCtrl sells IT-solutions to help the grocery industry and consumers reduce food waste The What Food waste throughout the value chain The How TotalCtrl is the #1 player for the reduction of food waste throughout the value chain What started on paper to help the grocery industry internally has evolved into a digital solution for consumers and is now the 0-waste IT solution that reduces food waste at both industry and consumer levels. The Why Reduce food waste and help the world learn from their data,,"12,13,",,,,,,,,https://plusimpact.io/startups/totalctrl-1,1
618,618,Da-mas.org,http://da-mas.org/,Plus impact,The Pitch Da-Mas is a crowdfunding platform which enables primary and high school teachers to raise charitable donations for projects in their classrooms. The technology is being built in Denmark and will be deployed in Mexico across 100 schools in 8 states partnered with Teach for Mexico (http://ensenapormexico.org). Da-Mas is scheduled for launch with the start of the 2018-19 school year in August. The What Well-equipped teachers and schools. The How The technology is being built in Denmark and will be deployed in Mexico across 100 schools in 8 states partnered with Teach for Mexico (http://ensenapormexico.org - whose founder is also our co-founder and CEO). Da-Mas is scheduled for launch with the start of the 2018-19 school year in August and is aiming to expand to other countries (via the Teach 4 All network) starting 2019. The Why To match teachers with the resources needed for them to provide the best teaching possible to students in their classrooms.,,"4,10,11,",,,,,SDG 16: Peace Justice and Strong Institutions,,,https://plusimpact.io/startups/da-masorg,1
619,619,Polisensio,https://polisens.io,Plus impact,"The Pitch Polisensio is providing services of urban air pollution data collection, monitoring and visualization to smart cities by leveraging Sensing-Tech, IoT, AI and the moving vehicles within a city. The solution is a complex air pollution monitoring, data collection, and visualization system. The end product consists of Environmental Intelligence visualized on Polisensio dashboard as heatmaps, graphs with recommendations & forecast capabilities. This enables municipalities to turn into smart cities which can take efficient measures to counteract to fight air pollution. The What Fighting urban air pollution through smart cities solutions The How It is often said that people are what they eat, drink but also what they breathe, inhaling and exhaling 20000 times a day. By default, they assume that the air breathe in is clean … BUT is it? By leveraging Sensing-Tech, IoT, AI and the moving vehicles in a city, Polisensio creates the most complex urban air pollution monitoring, data collection and data visualization system. The end product is environmental intelligence accessible on Polisensio’s platform as hyperlocal heat-maps, forecasts, scenarios & recommendations. Based on this array of formats and digital capabilities decision makers within the smart city sector can take action, develop & implement strategies to fight urban air pollution. Polisensio started as a winner team & concept at Telia JUMP hackathon 2016, and by 2017 Telia JUMP edition (then runners up) the company was registered and completed 2 accelerator programs. In March 2018 the hardware reached MVP stage once with the implementation of a 3rd pilot test in Copenhagen while the software will reach Beta stage at the end of Q3 this year. Since registration Polisensio was awarded multiple grants in Estonia, was active on the European entrepreneurship scene and participated in 20+ major pitching competitions The Why Polisensio is empowering decision makers with the right tools to develop & implement strategies to fight urban air pollution!",,"3,11,13,",,,,,,,,https://plusimpact.io/startups/polisensio-1,1
620,620,Fresh.Land,http://www.fresh.land,Plus impact,"The Pitch Fresh.Land is an award-winning green business. Our digital infrastructure makes it possible for farmers to sell directly to retails and consumers. All products are natural without surface treatment and freshly harvested for every shipment. Fresh.Land reduces the carbon dioxide footprint with 88% and food waste with 10%, compared to conventional distribution methods. The What Better for the environment, better for the small farmer, and better for you. The How Fresh.Land was founded back in 2015 and have since increased the sales to several trucks a week and our farmers are now investing in new land to expand production. Fresh.Land has been mentioned in Forbes as “one of the most promising green start-ups” and as “green pioneer” by WWF. Rethinking a sustainable food distribution model has given us great international recognition. We won the Portugal Digital Awards in 2016 and multiple other awards including Ecosummit Award 2017 in Berlin, Nordic Cleantech Open (Sweden, 2016), WWF Climate Solver Award (Denmark, 2016), European Youth Award (Austria, 2016), and Green Tech Challenge (Denmark, 2015). Our CEO, Mathilde Jakobsen, has been named as “Women of the Decade in Startups” by Women Economic Forum (WEF), for which we are participating in the award ceremony in Delhi in April 2018."" The Why Our mission is to shorten and digitising the food supply chain and making it more sustainable",,"3,8,",,,,,SDG 2: Zero Hunger,,,https://plusimpact.io/startups/freshland-1,1
621,621,NårgeSol,https://www.naargesol.com,Plus impact,"The Pitch The NårgeSol concept is a green technology firm that designs and produces solar curtains that can be installed into the windows of buildings and houses. The product has a double function, as it creates shade while simultaneously generating electricity through capturing solar power. Installing solar curtains is an excellent way for private individuals and corporates to reduce electricity expenses as well as allowing for more self-sufficiency of buildings. The What To pave the way for a renewable society The How We design and develop solar shades with an integrated energy design that can help your company or household minimise its carbon footprint, by harnessing both solar energy and indoor light source. Our holistic solution allows you to utilise window facade for producing green energy without major renovations! The shades are versatile, elegant and can turn your windows into active elements! We're currently part of EU Climate-KIC Greenhouse Pre-incubation Program - Europe's largest public-private innovation partnership tackling climate challenges. We're based in NTNU Accel in Trondheim, and are consistently seeking new members who got a technical background along with an entrepreneurial mindset. The Why Our vision is to create solutions that utilise windows facades for harvesting renewable energy and to increase buildings' self-sufficiency.",,"7,11,13,",,,,,,,,https://plusimpact.io/startups/nargesol,1
622,622,Aion Sigma,http://www.aionsigma.com,Plus impact,"The Pitch Aion enables over 2 billion people access to fair finance. Aion covers loan origination, credit scoring, collateral and collection for customers that otherwise are uneligible. Main products offered are small loans and installments for smartphones. We start by focusing on women entrepreuneurs. The What Equal opportunity to be trusted for all The How There is a trust gap between the financial institutions and the consumers when it comes to loans and even basic financial services. Without bank account, credit score and regular pay slip hundreds of millions of people are financially excluded. Smartphones are too expensive for them. A monthly installment plan for the phone enables financial and digital inclusion. Smartphone with content on access to market, better farming practices, health and education delivers true economic empowerment. Aion's phones and loans program bridges the digital and financial gap for the 2.1 billion underserved people. Aion envisions a world in which everyone is empowered with equal opportunity, to be trusted and to build trust and thereby to access public and private services. Aion is live with pilot services in Nigeria, Zambia and Cameroon. The Why Our mission is to progress the world by empowering the individual with our financial and digital innovations.","Sweden, Helsingfors","1,5,8,",,,,,SDG 8: Decent Work and Economic Growth,"16, SDG 1: No Poverty",,https://plusimpact.io/startups/aion-sigma-1,1
623,623,Marine Performance Systems,https://www.marineperformancesystems.com/,Plus impact,"We enable the shipowner's transition to Green Shipping. Our advanced Fluidic Air Lubrication technology reduces fuel consumption, emissions, and fouling, enabling Shipowners and Ship Operators to reduce operating costs by 10-20% and contribute to a better environment. The Shipping Industry is transitioning to Green Shipping, driven by strict environmental regulations and a tight time frame. By 2050, Shipping has to reduce 50% of its GHG emissions. However, a shipowner cannot replace the existing fleet overnight, and is forced to use high grade fuel at a premium prize to be compliant, while competing in a low margin industry, where fuel costs represent 50-60% of a ship’s operating costs and fuel consumption is directly linked to GHG emissions. We can help the shipowner to offset the cost of transitioning to Green Shipping, retrofitting the existing fleet to lower fuel consumption 10-20% with 2-3 years' payback period. Our solution, FluidicAL, is an advanced fluidic air lubrication technology that reduces the ship’s friction, when sailing, effectively lowering fuel consumption thus operating costs by 10-20%. A side effect of air lubrication is that fouling on ship is reduced, further lowering the fuel consumption and GHG emissions. FluidicAL is patented and is unique, because of how it significantly improves how the air layer is created and maintained underneath the ship’s hull, covering the largest area of the flat bottom with the highest efficiency available on the market. FluidicAL requires no structural modifications or recertification, can be upgraded post installation, and is designed to last the life time of the vessel. FluidicAL consists of bands with the dimensions of 5cm x 80cm x width of the ship, that are evenly spaced (4-6 bands/ship) underneath the ship, welded to the hull during scheduled dry docking in 8-10 days. These bands generate and maintain an air layer, consisting of 240.000 air bubbles/second per running meter band without mechanical parts. The unique feature of FluidicAL is our patented technology, which enables high degree of control over air bubbles size, flow, and distribution. The merchant fleet consists of 91,000 ships, where the environmental potential is highest if retrofitting the largest ships, bulk carriers, tankers, container ships etc. Our ambition is to become market leader with a 10% market share of the retrofitting of the Large and Very Large ships, that represent a potential of €8.6Bn across 6,400 vessels, where 20% annually will enter a dry dock for maintenance and upgrading. Marine Performance Systems (MPS); a Danish-Dutch maritime technology and marine engineering company with more than 10 years' industry experience. The founders are experienced in technology development and marine engineering, and known in the Shipping Industry. We are driven by a vision to provide integrated solutions that significantly reduce the Shipping Industry’s operating costs and environmental footprint. FluidicAL is the first of such a solution, representing an expected environmental impact per ship of approx 7.000 metric tonnes of fuel savings and 22.000 metric tonnes CO2 reduced.",Hellerup,"9,13,14,",,,,,,,,https://plusimpact.io/startups/marine-performance-systems,1
624,624,Lumine Lighting Solutions Oy,http://www.lumine.fi,Plus impact,"The Pitch We are changing outdoor lighting by providing ""light on demand"". In other words, by utilizing our technology, the illumination of empty streets may be minimized while still providing the occasional pedestrian or car a well lit field of view. Compared to traditional lighting control, we save up to 80 % of the energy consumed by outdoor lighting without compromising public safety or comfortability gained by lighting. The What Street lighting = Smart lighting The How Lumine was founded by three students from different engineering background. The idea behind Lumine was born from a cross-country skiing path which was well lit but rarely used. Santeri Oksanen thought this was waste of energy and started building Lumine's team which few years after that launched the first smart lighting project in Espoo. First years went by developing the solution and providing information to city officials about smart lighting. Over 4 years have gone by and now Lumine's solutions is utilized in pedestrian streets, bicycle streets, roads and several other sights in over 15 cities. Lumine control system provides energy savings between 40 and 80 %. In addition to financial savings and reduced carbon footprint, Lumine's solution also eliminates excess light pollution. This is done via Lumine 180 control unit which is sold directly to cities and agencies who are responsible of street lighting. We are offering two main products: Lumine 180 is installed on the pole so it can be used with any led-luminaire. Lumine 180 INT has the same functionalities with Lumine 180 except it will be installed inside the luminaire to reduce the installation cost of the unit. Most of our business is hardware sales but in addition we collect a maintenance fee of the smart lighting service. Our goal is to be the biggest smart lighting provider in the Nordic countries within next three years. In addition to smart lighting we are looking to provide other services through our wireless network. For example we are able to calculate the traffic in every pole to be utilized in city planning. Also additional sensors and cameras in the network can provide essential information for road maintenance. The Why Our goal is to minimize the energy consumption in lighting while still providing comfortable lighting for everyone.",,"11,12,13,",,,,,,,,https://plusimpact.io/startups/lumine-lighting-solutions-oy-1,1
625,625,Savely AB,http://www.savely.se,Plus impact,"The Pitch Savely is a savings and educational app for kids and youths that teaches them the value of money and conscious consumption through a gamified solution. The users get discounts for products if they learn about savings and show that they can handle money, i.e. save for the products instead of just buying the items. Less than 20% of youths in Sweden have sufficient knowledge about private finances and this product is even greater abroad. Our goal is to solve this growing global problem. The What Sustainable private finances for youths The How Savely’s mission is to provide young people between the age 12-18 with knowledge and control over their personal finances. We exist in order to give young people a better beginning in life! Savely is powered by gamification and a digital platform that connects bank services, payment solutions, e-commerce, and education. Our first product is to develop an engaging and fun digital platform in which the users through gamification will learn about personal finance and will be able to make purchases after completing their savings goal. We aim to reach users in order to increase their understanding and to make them save more and consume smarter, that is to become more conscientious and less impulsive, which for the user creates a more long-term sustainable financial behaviour. Methods that historically has worked such as weekly or monthly allowance works less well since fewer parents use cash. This in combination with a more digital and abstract economy has made the subject harder to approach and learn about for youths. Our Business model is in the short term to simplify the process of saving and purchasing a product for youths. In the long-term, we aim to become a digital and mobile full-service provider for youth’s private finances and payments. The solution is scalable; thus, the potential market is global, in particular, the barriers to expansion to the EU is becoming lower because of PSD2. A new EU regulation that breaks down bank’s monopoly on their user’s data. It will allow Savely to retrieve users account data from their banks and make purchases via Savely. Current stage: We have received 0,5 MSEK in funding from Vinnova and Almi and is currently testing our product with a limited number of users and families. We have recently launched our beta and our next goal is to create steady flows of revenue during next year. Further, we have completed the SSES fellowship program, an early stage incubator. The Why Create engagement among youths for personal finance and to provide them with the tools for sustainable finances and conscious consumption",,"4,12,",,,,,,,,https://plusimpact.io/startups/savely-ab-1,1
626,626,STAC Technology ApS,http://www.stac.technology,Plus impact,"The Pitch STAC solves climate change by enabling industrial players to convert and tweak their existing cooling products to zero emission products. The What STACs enabling water based cooling technology is based on the use of water as a coolant. The development of this disruptive technology took only 2 years because it is built on the shoulders of previous efforts made over a 30 year period. STACs technology is now used in the district energy sector as well as in the automotive industry. The How STACs technology has proof of concept. The STAC demonstrator has been presented to potential customers from Scandinavia, Europe, South East Asia and North America. STAC is selling access to its IP and are now teaming up with industrial players from various segments / industries through a partnership model to exploit the unique zero emission business opportunities that comes with the use of STACs technology. The Why STACs enabling cooling technology without CO2 emission because it is based on the use of water as a coolant is recognised as unique by the innovation people behind one of the largest commercial brands in the world. It is recognised because it has the possibility of making a rapid, but sustainable impact on climate change and global warming. The technology is readily available and can be implemented, new and or retrofitted, within 12 months. The possibility of making the world a better place to live in for all time is what is driving us and our partners.",,"7,11,13,",,,,,SDG 7: Affordable and Clean Energy,,,https://plusimpact.io/startups/stac-technology-aps-1,1
627,627,Peoples Portable Power (PP-Power ApS),https://www.pp-power.com,Plus impact,"The Pitch I dag bruger over 100 mio. familier, der lever uden elektricitet i Afrika, farlige og usunde petroleumslamper til at få lys om natten og de skal gå adskillige kilometer for at få opladet deres mobiltelefoner. Deres børn kan ikke lave lektier om aftenen, og det er med til at fastholde familierne i fattigdom. Vi har udviklet en kommerciel løsning, der kombinerer landsby solcelleanlæg med bærbare genopladelige batterier der giver familierne mulighed for et sundere og bedre liv og sparer dem penge. The What Deliver affordable scalable green power The How Peoples Portable Power har udviklet en overkommelig og skalerbar løsning bestående af et bærbart Litium Ion batteri med indbygget ”Internet-Of-Things” teknologi, der giver mulighed for LED-lys til at lave eksempelvis lektier ved, mulighed for at bruge radio eller tv, samt at oplade mobiltelefoner uden at skulle gå til nærmeste by. Batteriet indeholder strøm til en uges forbrug. Med vores løsning undgås installation af et dyrt elnet, og i stedet for at bruge ineffektive små individuelle solcellesystemer, gør Peoples Portable Power det muligt at skalere et centralt landsby solcelleanlæg, der kan tilsluttes til det offentlige elnet når forbrug og produktion gør det rentabelt. Løsningen er overkommelig for familien, fordi de på ugentlig basis betaler for brugen ved hjælp af udbredte mobile-pay løsninger. Familierne sparer hvad der svarer til en hel dagsløn hver måned. Det bærbare batteri, ejes, styres og overvåges online af Peoples Portable Power, og vi tager et livslangt ansvar for brugen og driften. Business Casen for Peoples Portable Power er god, og vi har i 2022 ved leasing af 20.000 bærbare batterier en omsætning på ca. 45 mio. DKK med en fortjeneste på ca. 20 pct. Det nuværende marked i Afrika er på ca. 1 mia. DKK ved salg af 5 mio. årlige anlæg. Fra vores vores første test i Kenya, har vi sammen med en lokal samarbejdspartner, fået valideret betalingsevne, funktionalitet og indsamlet værdifuld feed-back og står nu med en færdigudviklet løsning. Vi har indgået aftaler med to store tyske distributører af landsby solcelleanlæg om at tilbyde vores løsning til familierne i landsbyerne. I 2017 har vi finansieret udviklingen med ca. 1 mio. DKK, heraf ca. 500.000 DKK fra ejerne og har i løbet af de næste tre år behov for at tiltrække kapital på i alt 3 mio DKK for at sikre vores planer om opskallering af virksomheden. Peoples Portable Power ønsker at gøre en forskel for en bedre verden og leverer med vores løsning på flere af FN's mål for bæredygtighed. The Why Peoples Portable Power wants to make commercial, scalable and green power affordable to people everywhere on the Planet",,"3,4,7,",,,,,SDG 7: Affordable and Clean Energy,,,https://plusimpact.io/startups/peoples-portable-power-pp-power-aps,1
628,628,Facil Clothing,https://facilclothing.com/,Plus impact,"The Pitch Facil Clothing produces beautiful sustainable underwear in Gambia. We create jobs for disadvantaged young girls and single moms, empowering them, restoring faith and hope for the future - and help break the cycle of poverty. Our main market is West Africa (380 million people), starting in Gambia (2 million people). By producing locally we make the region less dependant on imports and foreign exchange. We also produce our own solar power to cover 70% of our needs. The What Create jobs and reduce poverty. The How Facil is an underwear brand with it's own production. We train and employ young women and single mothers and give them a meaningful job, pay them well and provide excellent working conditions. The co-founder Elizabeth Gomez is born and raised in Gambia and knows how important it is to get a real job. All changes start with having a reliable income. We want to provide this reliable income by producing something everyone needs and wants - quality comfortable underwear which lasts for a long time. After several years of thinking about what kind of business to start, we finally decided on underwear since that's what Elizabeths friends and relatives in Gambia always asked her to bring on her visits to Gambia. In most African countries today it's only possible to buy second hand underwear or really low quality underwear. After a lot of research we started our business in February 2017 by investing our own money, working with with very experienced people from Sweden and UK to design our underwear and train our staff on site in Gambia. After months of training, we started selling in Gambia in July 2017. At first we sold directly from our factory, but in November 2017 we established commission agreements with two of Gambias top fashion boutiques. In December 2017 we participated in the countries biggest fashion event, Fashion Weekend Gambia, as the first underwear brand ever. During our first year of operation we have received a lot of interest and people really want to buy our products. Our production costs are still a bit too high, so we need to scale up to be able to buy larger volumes of fabrics to get the prices down. We also need to invest more in skills training to improve our efficiency. We are convinced that if we lower our prices we will be able to create a very sustainable business which could employ hundreds of people! We're also looking into exporting to Sweden, Europe and even the US to reach conscious consumers. The Why Facil Clothing creates jobs for young women and single mothers in Gambia by producing quality comfortable underwear in a sustainable way.",,"1,8,12,",,,,,SDG 8: Decent Work and Economic Growth,10,,https://plusimpact.io/startups/facil-clothing,1
629,629,Webrush,http://www.webrush.dk,Plus impact,"The Pitch Webrush is selling bamboo toothbrushes. The toothbrush is sold both on B2C and B2B. On B2C, Webrush is creating value by offering a toothbrush that is making the toothbrushing easy, healthy and eco-friendly and is sold on a subscription-based business model. On B2B, Webrush is selling in bulk to companies that are interested in the eco-friendly perspective (hotels, airlines, interior shops, healthy shops and dentists). The What A smart and sustainable solution The How Webrush was founded in November 2016 - and went online April 2017. Webrush is inspired by the subscription-based business model that is seen more places in the US and also a few places in DK. After only a few months, and a clear proof-of-concept, more companies contacted Webrush asking for buying in bulk. This have changed the structure, and today Webrush is selling both on B2C and B2B. Webrush has through its short period of time already been recognized and been awarded with both ""Entrepreneur of the Year"" at Aarhus BSS and ""Aarhus Kommunes Spirepris 2017"". There is a huge potential all over the world, and everyone would benefit from changing to a more sustainable toothbrush, that also is making the bathroom look good. The value is on B2C created through the subscription-based business model that make the toothbrushing easy, healthy and eco-friendly. Delivered in the mailbox in specific intervals (recommended by experts and dentists) decided by the customer, making people change their toothbrush in the right time (to many people do not remember when they last changed their toothbrush), and at last, the eco-friendly perspective that are making a bigger difference in the world. The Why Webrush is selling sustainable and eco-friendly toothbrushes. The mission is to help the world and environment - one toothbrush at a time.",,"3,11,12,",,,,,,,,https://plusimpact.io/startups/webrush,1
630,630,GRIM,https://www.eatgrim.dk/,Plus impact,"The Pitch GRIM fights food industry beauty standards by delivering ugly and surplus fruits and vegetables in form of a food box subscription to private customers, as well as by supplying food businesses with GRIM produce. The What GRIM fights food waste by bringing ugly and surplus fruits and vegetables to the market. Up to 1/3 of all fruits and vegetables grown will never make it from farm to market simply because they don't look perfect. At the same time we are worried that we don’t have enough food for the growing population. Something's rotten here... And it's not an apple! The How We source the produce from organic farms in Denmark and abroad, solving the food waste issue where it happens. We pay farmers a fair price for all the love, time and resources they put into growing our food - also food that is ugly. We are able to cut out many of the middlemen and thereby our fresh produce travels shorter distances and has a lower environmental footprint. With GRIM, we want to enable more people to live healthy and sustainable and healthy lifestyles. Go greens! ✊ The Why We aim to make ugly the new normal by feeding imperfect-looking food back into our food systems.",,"2,3,12,",,,,,,,,https://plusimpact.io/startups/grim-1,1
631,631,Young Happy Minds,http://www.younghappyminds.com,Plus impact,"The Pitch Young Happy Minds are spreading the science of happiness to young people across the world. We teach youth tools and methods to increase their wellbeing and equip them with vital skills needed for the future. Our students show a 20% increase in overall life satisfaction, and the results remain the same the year after. The What Hack your hapiness - Young Happy Minds The How Our goal is to defeat the increasing numbers of mental illness and depression amongst youth, by giving them tools to become robust and increase their level of perceived well-being. Further, we see how the technological movement are affecting us, and we need to take action now to prevent and build strong, content and happy young people, growing up in our ever-demanding society. Our courses are build on models from the science of positive psychology. The Why We are aiming to positively impact the lives of 10 million young people.",Norway,"3,4,8,",,,,,SDG 3: Good Health and Well-being,,,https://plusimpact.io/startups/young-happy-minds-1,1
